Rpsi(lP),Evac
6.827534401041477656e+40,9.668954483170909275e-02
6.833826948504804380e+40,9.700757629188538900e-02
6.840125295448658572e+40,9.732600407468958159e-02
6.846429447218314447e+40,9.764482735526022750e-02
6.852739409163523115e+40,9.796404530767190144e-02
6.859055186639301766e+40,9.828365710501062169e-02
6.865376785005605813e+40,9.860366191933653268e-02
6.871704209626990385e+40,9.892405892168042170e-02
6.878037465873406294e+40,9.924484728206267592e-02
6.884376559119304453e+40,9.956602616948430351e-02
6.890721494744537259e+40,9.988759475195164994e-02
6.897072278133465917e+40,1.002095521964445068e-01
6.903428914675865685e+40,1.005318976689353605e-01
6.909791409766025467e+40,1.008546303344085987e-01
6.916159768803548606e+40,1.011777493568227770e-01
6.922533997193009547e+40,1.015012538991641594e-01
6.928914100343630812e+40,1.018251431233745952e-01
6.935300083670067354e+40,1.021494161904624026e-01
6.941691952591514850e+40,1.024740722603785098e-01
6.948089712532616881e+40,1.027991104921333332e-01
6.954493368922559687e+40,1.031245300436955947e-01
6.960902927195990951e+40,1.034503300721094782e-01
6.967318392792111657e+40,1.037765097333702841e-01
6.973739771155590031e+40,1.041030681825416554e-01
6.980167067735657272e+40,1.044300045736541449e-01
6.986600287986909306e+40,1.047573180598169590e-01
6.993039437368967323e+40,1.050850077931220344e-01
6.999484521346144111e+40,1.054130729246924025e-01
7.005935545388245820e+40,1.057415126046960113e-01
7.012392514969658975e+40,1.060703259823132100e-01
7.018855435570277968e+40,1.063995122057620479e-01
7.025324312674585306e+40,1.067290704222888659e-01
7.031799151772580067e+40,1.070589997781939556e-01
7.038279958358860084e+40,1.073892994187985589e-01
7.044766737933432404e+40,1.077199684884648512e-01
7.051259496001373828e+40,1.080510061306153985e-01
7.057758238072488541e+40,1.083824114876947020e-01
7.064262969662120508e+40,1.087141837012239182e-01
7.070773696290235660e+40,1.090463219117328991e-01
7.077290423482347447e+40,1.093788252588443893e-01
7.083813156768601923e+40,1.097116928812059272e-01
7.090341901684702330e+40,1.100449239165508381e-01
7.096876663770993220e+40,1.103785175016298026e-01
7.103417448573386975e+40,1.107124727722955532e-01
7.109964261642445019e+40,1.110467888634344424e-01
7.116517108534189254e+40,1.113814649090216768e-01
7.123075994809767428e+40,1.117165000420823201e-01
7.129640926035099159e+40,1.120518933947112633e-01
7.136211907781702844e+40,1.123876440980931535e-01
7.142788945625763334e+40,1.127237512824691562e-01
7.149372045149072959e+40,1.130602140771629766e-01
7.155961211938100176e+40,1.133970316105710613e-01
7.162556451584930595e+40,1.137342030101888141e-01
7.169157769686333688e+40,1.140717274025772054e-01
7.175765171844592595e+40,1.144096039133766368e-01
7.182378663667150153e+40,1.147478316673572474e-01
7.188998250766266525e+40,1.150864097883195630e-01
7.195623938759844173e+40,1.154253373992102094e-01
7.202255733270492633e+40,1.157646136220167460e-01
7.208893639926475346e+40,1.161042375778893881e-01
7.215537664360769595e+40,1.164442083870117772e-01
7.222187812212018174e+40,1.167845251687229524e-01
7.228844089123586423e+40,1.171251870414116436e-01
7.235506500744516801e+40,1.174661931226388262e-01
7.242175052728581082e+40,1.178075425290075889e-01
7.248849750735119837e+40,1.181492343762737818e-01
7.255530600428687492e+40,1.184912677793002189e-01
7.262217607478706092e+40,1.188336418520527932e-01
7.268910777560294140e+40,1.191763557076209595e-01
7.275610116353328472e+40,1.195194084582079097e-01
7.282315629543393988e+40,1.198627992151571203e-01
7.289027322820841656e+40,1.202065270889183246e-01
7.295745201881742115e+40,1.205505911890739495e-01
7.302469272426939810e+40,1.208949906243294153e-01
7.309199540162888602e+40,1.212397245025335912e-01
7.315936010801306497e+40,1.215847919306751179e-01
7.322678690058812005e+40,1.219301920148420232e-01
7.329427583657774253e+40,1.222759238603032261e-01
7.336182697325356485e+40,1.226219865714377882e-01
7.342944036794479333e+40,1.229683792517981683e-01
7.349711607802867215e+40,1.233151010040392515e-01
7.356485416094013547e+40,1.236621509300063343e-01
7.363265467416224232e+40,1.240095281306639041e-01
7.370051767523583843e+40,1.243572317061594074e-01
7.376844322174999112e+40,1.247052607557517651e-01
7.383643137135046153e+40,1.250536143778936682e-01
7.390448218173612616e+40,1.254022916701909018e-01
7.397259571065542744e+40,1.257512917293983901e-01
7.404077201591487496e+40,1.261006136514411791e-01
7.410901115536939335e+40,1.264502565314043481e-01
7.417731318693210010e+40,1.268002194635600433e-01
7.424567816856460513e+40,1.271505015413328388e-01
7.431410615828682728e+40,1.275011018573266874e-01
7.438259721416726485e+40,1.278520195033150120e-01
7.445115139433162253e+40,1.282032535702615494e-01
7.451976875695914589e+40,1.285548031483166043e-01
7.458844936027905267e+40,1.289066673267759144e-01
7.465719326257911132e+40,1.292588451941637240e-01
7.472600052219593087e+40,1.296113358381604796e-01
7.479487119752474843e+40,1.299641383456678068e-01
7.486380534700975776e+40,1.303172518027293225e-01
7.493280302915390644e+40,1.306706752946518169e-01
7.500186430250915670e+40,1.310244079058703326e-01
7.507098922568633098e+40,1.313784487200753137e-01
7.514017785734538245e+40,1.317327968201026100e-01
7.520943025620398324e+40,1.320874512880545748e-01
7.527874648103394603e+40,1.324424112051961200e-01
7.534812659065755853e+40,1.327976756520071189e-01
7.541757064395622979e+40,1.331532437081974496e-01
7.548707869986072205e+40,1.335091144526716067e-01
7.555665081736104458e+40,1.338652869635563458e-01
7.562628705549662751e+40,1.342217603181902474e-01
7.569598747336625444e+40,1.345785335931516391e-01
7.576575213011824589e+40,1.349356058642229850e-01
7.583558108495913456e+40,1.352929762064120078e-01
7.590547439715002893e+40,1.356506436939735327e-01
7.597543212600292840e+40,1.360086074003734324e-01
7.604545433088946626e+40,1.363668663983166329e-01
7.611554107123102554e+40,1.367254197597368437e-01
7.618569240650872952e+40,1.370842665558241469e-01
7.625590839625353826e+40,1.374434058569832806e-01
7.632618910005625846e+40,1.378028367328927306e-01
7.639653457755764966e+40,1.381625582524314833e-01
7.646694488845840510e+40,1.385225694837698973e-01
7.653742009250926752e+40,1.388828694942962350e-01
7.660796024951977219e+40,1.392434573506758921e-01
7.667856541935461037e+40,1.396043321188098485e-01
7.674923566192986720e+40,1.399654928638554563e-01
7.681997103722187100e+40,1.403269386502486449e-01
7.689077160525720272e+40,1.406886685416677552e-01
7.696163742612280255e+40,1.410506816010615727e-01
7.703256855995593103e+40,1.414129768906388085e-01
7.710356506695435300e+40,1.417755534718963539e-01
7.717462700736623100e+40,1.421384104055832820e-01
7.724575444149907134e+40,1.425015467517223300e-01
7.731694742971594254e+40,1.428649615696316877e-01
7.738820603243175186e+40,1.432286539178889428e-01
7.745953031012217203e+40,1.435926228543590866e-01
7.753092032331352491e+40,1.439568674361842993e-01
7.760237613259299453e+40,1.443213867198119005e-01
7.767389779859853014e+40,1.446861797609584610e-01
7.774548538202904952e+40,1.450512456146376139e-01
7.781713894363431306e+40,1.454165833351499515e-01
7.788885854422517541e+40,1.457821919761111973e-01
7.796064424466344985e+40,1.461480705904092958e-01
7.803249610587084470e+40,1.465142182302523743e-01
7.810441418882523013e+40,1.468806339471579736e-01
7.817639855455684698e+40,1.472473167919105541e-01
7.824844926415729149e+40,1.476142658146476772e-01
7.832056637876935065e+40,1.479814800647852313e-01
7.839274995959727325e+40,1.483489585910842401e-01
7.846500006789661489e+40,1.487167004415758664e-01
7.853731676498448965e+40,1.490847046636544770e-01
7.860970011222940550e+40,1.494529703040023416e-01
7.868215017106028766e+40,1.498214964086505840e-01
7.875466700296265844e+40,1.501902820229359947e-01
7.882725066947486536e+40,1.505593261915296466e-01
7.889990123219711425e+40,1.509286279584263202e-01
7.897261875278124661e+40,1.512981863669731197e-01
7.904540329294104926e+40,1.516680004598326414e-01
7.911825491444206074e+40,1.520380692790118393e-01
7.919117367911189068e+40,1.524083918658510062e-01
7.926415964882995842e+40,1.527789672610529725e-01
7.933721288553790913e+40,1.531497945046457754e-01
7.941033345122927510e+40,1.535208726360052234e-01
7.948352140795862484e+40,1.538922006938702458e-01
7.955677681783772357e+40,1.542637777163389790e-01
7.963009974303166464e+40,1.546356027408250788e-01
7.970349024576805738e+40,1.550076748041459007e-01
7.977694838832664966e+40,1.553799929424459492e-01
7.985047423304979239e+40,1.557525561912651291e-01
7.992406784233208139e+40,1.561253635854622790e-01
7.999772927863086059e+40,1.564984141593099287e-01
8.007145860445577685e+40,1.568717069464178326e-01
8.014525588237802591e+40,1.572452409797944761e-01
8.021912117502647407e+40,1.576190152918036935e-01
8.029305454508378968e+40,1.579930289141870114e-01
8.036705605529564063e+40,1.583672808780855479e-01
8.044112576846026857e+40,1.587417702140034026e-01
8.051526374743906945e+40,1.591164959518364119e-01
8.058947005514610001e+40,1.594914571208612408e-01
8.066374475455866801e+40,1.598666527497646650e-01
8.073808790870686772e+40,1.602420818666061286e-01
8.081249958068412181e+40,1.606177434988469432e-01
8.088697983363677486e+40,1.609936366733393798e-01
8.096152873077329091e+40,1.613697604163492894e-01
8.103614633536041390e+40,1.617461137535517735e-01
8.111083271071920237e+40,1.621226957099808075e-01
8.118558792023441076e+40,1.624995053101510045e-01
8.126041202734387986e+40,1.628765415779144243e-01
8.133530509554922370e+40,1.632538035365956042e-01
8.141026718840527808e+40,1.636312902088746801e-01
8.148529836953077777e+40,1.640090006169227232e-01
8.156039870259776633e+40,1.643869337822582155e-01
8.163556825134093871e+40,1.647650887258756691e-01
8.171080707955378232e+40,1.651434644681619157e-01
8.178611525108452475e+40,1.655220600289583621e-01
8.186149282984561171e+40,1.659008744275170533e-01
8.193693987980303950e+40,1.662799066825297600e-01
8.201245646498710960e+40,1.666591558121173211e-01
8.208804264948177078e+40,1.670386208338586753e-01
8.216369849743540273e+40,1.674183007647535304e-01
8.223942407305015815e+40,1.677981946212515618e-01
8.231521944059135369e+40,1.681783014192348713e-01
8.239108466438357240e+40,1.685586201740808532e-01
8.246701980880662104e+40,1.689391499005507002e-01
8.254302493830502744e+40,1.693198896129196607e-01
8.261910011737734390e+40,1.697008383248583829e-01
8.269524541058694048e+40,1.700819950495702226e-01
8.277146088255130845e+40,1.704633587996454702e-01
8.284774659795288254e+40,1.708449285871989909e-01
8.292410262152831543e+40,1.712267034237510144e-01
8.300052901807933867e+40,1.716086823203648859e-01
8.307702585246196940e+40,1.719908642875011551e-01
8.315359318959609477e+40,1.723732483351415323e-01
8.323023109446140986e+40,1.727558334727374578e-01
8.330693963209343315e+40,1.731386187092060214e-01
8.338371886759307148e+40,1.735216030529526110e-01
8.346056886611575908e+40,1.739047855118602548e-01
8.353748969288247330e+40,1.742881650933188198e-01
8.361448141316880594e+40,1.746717408041873754e-01
8.369154409231598862e+40,1.750555116508237807e-01
8.376867779572000279e+40,1.754394766390733607e-01
8.384588258884257614e+40,1.758236347742991312e-01
8.392315853720029256e+40,1.762079850613432475e-01
8.400050570637423456e+40,1.765925265045502068e-01
8.407792416200591159e+40,1.769772581077895812e-01
8.415541396979322707e+40,1.773621788744112748e-01
8.423297519550013048e+40,1.777472878073091123e-01
8.431060790494566928e+40,1.781325839088349905e-01
8.438831216401507237e+40,1.785180661809309122e-01
8.446608803864877303e+40,1.789037336249816867e-01
8.454393559485348270e+40,1.792895852419538194e-01
8.462185489869126229e+40,1.796756200322751906e-01
8.469984601628915487e+40,1.800618369959674503e-01
8.477790901383518174e+40,1.804482351325328027e-01
8.485604395757421272e+40,1.808348134410173447e-01
8.493425091381770527e+40,1.812215709199940239e-01
8.501252994893266941e+40,1.816085065675919485e-01
8.509088112935287687e+40,1.819956193814581957e-01
8.516930452156771966e+40,1.823829083587877042e-01
8.524780019213346755e+40,1.827703724963122833e-01
8.532636820766215563e+40,1.831580107903305332e-01
8.540500863483137181e+40,1.835458222366624648e-01
8.548372154038019479e+40,1.839338058307139201e-01
8.556250699110498700e+40,1.843219605673898365e-01
8.564136505386928848e+40,1.847102854412271955e-01
8.572029579559264637e+40,1.850987794462469749e-01
8.579929928326191114e+40,1.854874415760936479e-01
8.587837558392004675e+40,1.858762708239143635e-01
8.595752476467741720e+40,1.862652661824989730e-01
8.603674689270063539e+40,1.866544266441314270e-01
8.611604203522382063e+40,1.870437512007298297e-01
8.619541025953743785e+40,1.874332388437253138e-01
8.627485163299821080e+40,1.878228885641953505e-01
8.635436622302492461e+40,1.882126993527493686e-01
8.643395409709427684e+40,1.886026701995864585e-01
8.651361532275079058e+40,1.889928000945116648e-01
8.659334996759558601e+40,1.893830880268974337e-01
8.667315809929777332e+40,1.897735329857137276e-01
8.675303978558314677e+40,1.901641339595167568e-01
8.683299509424557768e+40,1.905548899364794269e-01
8.691302409313575687e+40,1.909457999043521759e-01
8.699312685017260696e+40,1.913368628504936164e-01
8.707330343333191840e+40,1.917280777618591281e-01
8.715355391065643681e+40,1.921194436250242832e-01
8.723387835025160755e+40,1.925109594261803503e-01
8.731427682028135895e+40,1.929026241510889972e-01
8.739474938897817995e+40,1.932944367851742451e-01
8.747529612463167884e+40,1.936863963134425048e-01
8.755591709560016954e+40,1.940785017205542695e-01
8.763661237029924007e+40,1.944707519907367399e-01
8.771738201721324215e+40,1.948631461079180505e-01
8.779822610488389827e+40,1.952556830555773892e-01
8.787914470192045668e+40,1.956483618168795013e-01
8.796013787699533928e+40,1.960411813745870369e-01
8.804120569884000221e+40,1.964341407111257765e-01
8.812234823625495547e+40,1.968272388085383628e-01
8.820356555809840865e+40,1.972204746485152760e-01
8.828485773329774127e+40,1.976138472123828704e-01
8.836622483083812915e+40,1.980073554811343783e-01
8.844766691977411146e+40,1.984009984353905520e-01
8.852918406921804301e+40,1.987947750554303061e-01
8.861077634835034599e+40,1.991886843211722047e-01
8.869244382641523519e+40,1.995827252122399920e-01
8.877418657271630783e+40,1.999768967078469628e-01
8.885600465662693064e+40,2.003711977869305494e-01
8.893789814757851817e+40,2.007656274280300024e-01
8.901986711507238986e+40,2.011601846094279444e-01
8.910191162866797099e+40,2.015548683090001847e-01
8.918403175799474647e+40,2.019496775043574111e-01
8.926622757274048116e+40,2.023446111727223717e-01
8.934849914266298019e+40,2.027396682910724002e-01
8.943084653757854141e+40,2.031348478359879250e-01
8.951326982737220697e+40,2.035301487837812562e-01
8.959576908199337262e+40,2.039255701104432661e-01
8.967834437145155153e+40,2.043211107916390046e-01
8.976099576582662604e+40,2.047167698027312632e-01
8.984372333525722262e+40,2.051125461187694177e-01
8.992652714995243358e+40,2.055084387145197367e-01
9.000940728018025013e+40,2.059044465644265520e-01
9.009236379627924539e+40,2.063005686426424568e-01
9.017539676864694937e+40,2.066968039230171750e-01
9.025850626775170613e+40,2.070931513791282597e-01
9.034169236412085530e+40,2.074896099842415131e-01
9.042495512835117721e+40,2.078861787113350235e-01
9.050829463110456010e+40,2.082828565331223958e-01
9.059171094310351260e+40,2.086796424220067059e-01
9.067520413514168619e+40,2.090765353501461699e-01
9.075877427807205676e+40,2.094735342893726537e-01
9.084242144281882043e+40,2.098706382112924540e-01
9.092614570036561381e+40,2.102678460872046962e-01
9.100994712176739045e+40,2.106651568881746095e-01
9.109382577813871843e+40,2.110625695849443761e-01
9.117778174066412882e+40,2.114600831480624998e-01
9.126181508059376348e+40,2.118576965477672047e-01
9.134592586923894561e+40,2.122554087540518830e-01
9.143011417798274090e+40,2.126532187366470539e-01
9.151438007826796498e+40,2.130511254650511166e-01
9.159872364160931137e+40,2.134491279084906323e-01
9.168314493958133962e+40,2.138472250359513549e-01
9.176764404383066124e+40,2.142454158161666011e-01
9.185222102606383112e+40,2.146436992176483094e-01
9.193687595805802476e+40,2.150420742086402714e-01
9.202160891165658944e+40,2.154405397571841907e-01
9.210641995876455664e+40,2.158390948310310031e-01
9.219130917135924197e+40,2.162377383977770740e-01
9.227627662147831058e+40,2.166364694247119860e-01
9.236132238123180846e+40,2.170352868789622580e-01
9.244644652279022786e+40,2.174341897273672219e-01
9.253164911839659660e+40,2.178331769366222970e-01
9.261693024035450485e+40,2.182322474731268613e-01
9.270228996104023305e+40,2.186314003031280262e-01
9.278772835289066269e+40,2.190306343925962629e-01
9.287324548841405024e+40,2.194299487073618493e-01
9.295884144018544291e+40,2.198293422129981300e-01
9.304451628084221043e+40,2.202288138748802193e-01
9.313027008309476102e+40,2.206283626582018209e-01
9.321610291971445209e+40,2.210279875279360373e-01
9.330201486354577621e+40,2.214276874488655678e-01
9.338800598749425257e+40,2.218274613855719113e-01
9.347407636453870958e+40,2.222273083024657869e-01
9.356022606771915698e+40,2.226272271637477207e-01
9.364645517014901050e+40,2.230272169334391597e-01
9.373276374500292520e+40,2.234272765753705370e-01
9.381915186552762746e+40,2.238274050532125248e-01
9.390561960503735009e+40,2.242276013304363436e-01
9.399216703690926741e+40,2.246278643703376043e-01
9.407879423459432723e+40,2.250281931360601229e-01
9.416550127160506487e+40,2.254285865905491515e-01
9.425228822152788585e+40,2.258290436966177983e-01
9.433915515801086060e+40,2.262295634168647873e-01
9.442610215477610382e+40,2.266301447137759606e-01
9.451312928560749181e+40,2.270307865496424826e-01
9.460023662436157183e+40,2.274314878866270095e-01
9.468742424496293916e+40,2.278322476867165880e-01
9.477469222139965283e+40,2.282330649117471910e-01
9.486204062773420303e+40,2.286339385234269217e-01
9.494946953809113170e+40,2.290348674832968223e-01
9.503697902666946993e+40,2.294358507527542723e-01
9.512456916773043599e+40,2.298368872930776075e-01
9.521224003560993070e+40,2.302379760653855412e-01
9.529999170470613880e+40,2.306391160306688337e-01
9.538782424949043818e+40,2.310403061497783850e-01
9.547573774450289310e+40,2.314415453834564318e-01
9.556373226434757316e+40,2.318428326922968852e-01
9.565180788370357874e+40,2.322441670367760280e-01
9.573996467731250686e+40,2.326455473772412463e-01
9.582820271999117874e+40,2.330469726739421710e-01
9.591652208661906695e+40,2.334484418869834099e-01
9.600492285215094565e+40,2.338499539763913559e-01
9.609340509160435643e+40,2.342515079020318636e-01
9.618196888007233587e+40,2.346531026237116957e-01
9.627061429271074600e+40,2.350547371010967834e-01
9.635934140474951252e+40,2.354564102937712622e-01
9.644815029148786638e+40,2.358581211612259532e-01
9.653704102828970157e+40,2.362598686628116229e-01
9.662601369059469725e+40,2.366616517578338796e-01
9.671506835390572552e+40,2.370634694054704894e-01
9.680420509380161770e+40,2.374653205648452059e-01
9.689342398592445615e+40,2.378672041949454474e-01
9.698272510599243715e+40,2.382691192547241321e-01
9.707210852978716276e+40,2.386710647030171051e-01
9.716157433316644571e+40,2.390730394986100571e-01
9.725112259205165920e+40,2.394750426001914234e-01
9.734075338243889774e+40,2.398770729663832202e-01
9.743046678039431550e+40,2.402791295557298590e-01
9.752026286204940666e+40,2.406812113267290387e-01
9.761014170361216625e+40,2.410833172377920552e-01
9.770010338135447859e+40,2.414854462472746377e-01
9.779014797162492228e+40,2.418875973134656521e-01
9.788027555083600387e+40,2.422897693946180209e-01
9.797048619547707897e+40,2.426919614489091437e-01
9.806077998210162456e+40,2.430941724344645449e-01
9.815115698733839988e+40,2.434964013093748048e-01
9.824161728788686214e+40,2.438986470316914235e-01
9.833216096051233084e+40,2.443009085593796648e-01
9.842278808205728394e+40,2.447031848504133689e-01
9.851349872942859165e+40,2.451054748626928792e-01
9.860429297961041805e+40,2.455077775541182616e-01
9.869517090965151286e+40,2.459100918825072035e-01
9.878613259667799707e+40,2.463124168056969043e-01
9.887717811788067403e+40,2.467147512814615307e-01
9.896830755052630633e+40,2.471170942675789961e-01
9.905952097195291546e+40,2.475194447217839433e-01
9.915081845956486877e+40,2.479218016017914195e-01
9.924220009084442714e+40,2.483241638653214123e-01
9.933366594333874654e+40,2.487265304700584378e-01
9.942521609467293452e+40,2.491289003736829877e-01
9.951685062253714850e+40,2.495312725338598436e-01
9.960856960469967151e+40,2.499336459082693584e-01
9.970037311899391383e+40,2.503360194545672379e-01
9.979226124333158548e+40,2.507383921304161545e-01
9.988423405568963974e+40,2.511407628934735348e-01
9.997629163412182090e+40,2.515431307014162621e-01
1.000684340567538091e+41,2.519454945119358746e-01
1.001606614017783269e+41,2.523478532826845533e-01
1.002529737474668024e+41,2.527502059714057392e-01
1.003453711721561780e+41,2.531525515357803124e-01
1.004378537542621989e+41,2.535548889335717537e-01
1.005304215722662594e+41,2.539572171225006336e-01
1.006230747047287116e+41,2.543595350603894967e-01
1.007158132302757309e+41,2.547618417050093731e-01
1.008086372276125081e+41,2.551641360142174464e-01
1.009015467755102125e+41,2.555664169458672363e-01
1.009945419528175393e+41,2.559686834578752124e-01
1.010876228384558546e+41,2.563709345081741087e-01
1.011807895114143212e+41,2.567731690547437329e-01
1.012740420507615234e+41,2.571753860555995863e-01
1.013673805356322559e+41,2.575775844688237837e-01
1.014608050452409091e+41,2.579797632525254736e-01
1.015543156588682581e+41,2.583819213648715363e-01
1.016479124558747314e+41,2.587840577640755924e-01
1.017415955156873358e+41,2.591861714084284229e-01
1.018353649178111840e+41,2.595882612562517844e-01
1.019292207418247178e+41,2.599903262659643000e-01
1.020231630673747166e+41,2.603923653959921980e-01
1.021171919741880202e+41,2.607943776049068130e-01
1.022113075420582781e+41,2.611963618512712637e-01
1.023055098508593934e+41,2.615983170937848379e-01
1.023997989805321371e+41,2.620002422911580919e-01
1.024941750110976884e+41,2.624021364022576241e-01
1.025886380226442880e+41,2.628039983859522533e-01
1.026831880953389986e+41,2.632058272012439692e-01
1.027778253094227531e+41,2.636076218072133104e-01
1.028725497452054413e+41,2.640093811630155884e-01
1.029673614830776709e+41,2.644111042279042034e-01
1.030622606034973818e+41,2.648127899612195413e-01
1.031572471870034829e+41,2.652144373224201712e-01
1.032523213142022734e+41,2.656160452710425446e-01
1.033474830657811764e+41,2.660176127667324697e-01
1.034427325224951599e+41,2.664191387692333435e-01
1.035380697651804126e+41,2.668206222384173487e-01
1.036334948747408423e+41,2.672220621342457081e-01
1.037290079321600298e+41,2.676234574167851155e-01
1.038246090184961611e+41,2.680248070462677989e-01
1.039202982148770758e+41,2.684261099829732267e-01
1.040160756025121241e+41,2.688273651873656078e-01
1.041119412626787428e+41,2.692285716199689927e-01
1.042078952767360727e+41,2.696297282415116570e-01
1.043039377261114382e+41,2.700308340127733353e-01
1.044000686923140031e+41,2.704318878947287175e-01
1.044962882569212692e+41,2.708328888484234920e-01
1.045925965015909918e+41,2.712338358351112366e-01
1.046889935080562277e+41,2.716347278161357903e-01
1.047854793581202094e+41,2.720355637529974779e-01
1.048820541336684345e+41,2.724363426073349581e-01
1.049787179166550095e+41,2.728370633409557544e-01
1.050754707891164024e+41,2.732377249157968424e-01
1.051723128331578453e+41,2.736383262939556249e-01
1.052692441309671251e+41,2.740388664376781636e-01
1.053662647648008892e+41,2.744393443093904317e-01
1.054633748169984756e+41,2.748397588716586792e-01
1.055605743699682180e+41,2.752401090872198530e-01
1.056578635061995740e+41,2.756403939189639996e-01
1.057552423082580570e+41,2.760406123299993797e-01
1.058527108587800332e+41,2.764407632835360618e-01
1.059502692404850235e+41,2.768408457430224789e-01
1.060479175361617769e+41,2.772408586720206403e-01
1.061456558286823516e+41,2.776408010343505706e-01
1.062434842009881887e+41,2.780406717939373218e-01
1.063414027361041742e+41,2.784404699149550244e-01
1.064394115171246926e+41,2.788401943617024870e-01
1.065375106272259875e+41,2.792398440987398089e-01
1.066357001496609385e+41,2.796394180907714189e-01
1.067339801677539356e+41,2.800389153027048605e-01
1.068323507649131233e+41,2.804383346996677240e-01
1.069308120246165509e+41,2.808376752469681215e-01
1.070293640304261963e+41,2.812369359101254407e-01
1.071280068659740195e+41,2.816361156548589650e-01
1.072267406149761413e+41,2.820352134471186822e-01
1.073255653612187421e+41,2.824342282530458159e-01
1.074244811885722981e+41,2.828331590390035233e-01
1.075234881809775195e+41,2.832320047715657374e-01
1.076225864224577682e+41,2.836307644175404818e-01
1.077217759971138935e+41,2.840294369439662070e-01
1.078210569891188934e+41,2.844280213180575001e-01
1.079204294827304291e+41,2.848265165073348704e-01
1.080198935622767829e+41,2.852249214794723153e-01
1.081194493121709776e+41,2.856232352024409837e-01
1.082190968168967922e+41,2.860214566443849415e-01
1.083188361610229591e+41,2.864195847737650014e-01
1.084186674291890251e+41,2.868176185592059557e-01
1.085185907061178848e+41,2.872155569696334121e-01
1.086186060766105587e+41,2.876133989741849195e-01
1.087187136255408155e+41,2.880111435422758603e-01
1.088189134378678224e+41,2.884087896435528764e-01
1.089192055986218896e+41,2.888063362479247886e-01
1.090195901929188610e+41,2.892037823255511064e-01
1.091200673059458590e+41,2.896011268468728916e-01
1.092206370229756752e+41,2.899983687825731238e-01
1.093212994293525342e+41,2.903955071036074531e-01
1.094220546105064846e+41,2.907925407811933205e-01
1.095229026519391436e+41,2.911894687868396558e-01
1.096238436392362889e+41,2.915862900923017476e-01
1.097248776580626167e+41,2.919830036696459130e-01
1.098260047941563455e+41,2.923796084911614579e-01
1.099272251333419433e+41,2.927761035294968450e-01
1.100285387615157559e+41,2.931724877575074828e-01
1.101299457646605143e+41,2.935687601483992215e-01
1.102314462288309625e+41,2.939649196756041749e-01
1.103330402401683845e+41,2.943609653129241055e-01
1.104347278848862323e+41,2.947568960343789346e-01
1.105365092492828535e+41,2.951527108143349731e-01
1.106383844197361138e+41,2.955484086274520195e-01
1.107403534826980589e+41,2.959439884486788075e-01
1.108424165247076416e+41,2.963394492532768765e-01
1.109445736323763696e+41,2.967347900168089136e-01
1.110468248924027932e+41,2.971300097151696740e-01
1.111491703915581338e+41,2.975251073245464006e-01
1.112516102167007907e+41,2.979200818214497448e-01
1.113541444547620277e+41,2.983149321827021638e-01
1.114567731927604607e+41,2.987096573854688963e-01
1.115594965177876087e+41,2.991042564072179388e-01
1.116623145170207372e+41,2.994987282257378647e-01
1.117652272777175007e+41,2.998930718191950007e-01
1.118682348872104296e+41,3.002872861660184078e-01
1.119713374329198901e+41,3.006813702450346626e-01
1.120745350023395187e+41,3.010753230353449550e-01
1.121778276830508653e+41,3.014691435164672528e-01
1.122812155627088857e+41,3.018628306681859219e-01
1.123846987290567001e+41,3.022563834706929464e-01
1.124882772699108929e+41,3.026498009044659709e-01
1.125919512731745301e+41,3.030430819504028039e-01
1.126957208268316854e+41,3.034362255897060101e-01
1.127995860189420243e+41,3.038292308039476364e-01
1.129035469376536861e+41,3.042220965750517814e-01
1.130076036711887194e+41,3.046148218853244605e-01
1.131117563078578592e+41,3.050074057174146924e-01
1.132160049360458463e+41,3.053998470543448640e-01
1.133203496442262437e+41,3.057921448794996278e-01
1.134247905209467746e+41,3.061842981766563221e-01
1.135293276548441973e+41,3.065763059299456694e-01
1.136339611346295272e+41,3.069681671238825293e-01
1.137386910491010930e+41,3.073598807433474134e-01
1.138435174871390823e+41,3.077514457736516551e-01
1.139484405377000481e+41,3.081428612004223910e-01
1.140534602898299072e+41,3.085341260097362870e-01
1.141585768326492591e+41,3.089252391879984128e-01
1.142637902553682602e+41,3.093161997220821857e-01
1.143691006472718272e+41,3.097070065991806009e-01
1.144745080977346275e+41,3.100976588069470075e-01
1.145800126962062621e+41,3.104881553333730948e-01
1.146856145322243617e+41,3.108784951669230634e-01
1.147913136954090538e+41,3.112686772964184390e-01
1.148971102754574696e+41,3.116587007110964702e-01
1.150030043621569166e+41,3.120485644006260606e-01
1.151089960453699458e+41,3.124382673550690770e-01
1.152150854150494006e+41,3.128278085649110474e-01
1.153212725612235805e+41,3.132171870210492814e-01
1.154275575740112127e+41,3.136064017148233463e-01
1.155339405436065969e+41,3.139954516379766525e-01
1.156404215602946924e+41,3.143843357826860974e-01
1.157470007144360890e+41,3.147730531415511290e-01
1.158536780964803727e+41,3.151616027076172832e-01
1.159604537969604392e+41,3.155499834743710763e-01
1.160673279064870195e+41,3.159381944356957073e-01
1.161743005157618330e+41,3.163262345859620406e-01
1.162813717155627136e+41,3.167141029199488922e-01
1.163885415967586574e+41,3.171017984329148054e-01
1.164958102502948908e+41,3.174893201205178928e-01
1.166031777672079961e+41,3.178766669789144239e-01
